content	label_manual	scores	compound	negatif	netral	positif	label_vader
This application is better than others application, but there are some technical issues I had found... The most important thing is password and zoom meeting i'd,, if there are a save option of meeting i'd & password, I think it will helpful for everyone.. Because, if I leave the meeting, nd again I trying to join the meeting then, I must give meeting i'd & password hereÃ°Å¸ËœÅ’ which one's I personally dislike..! Thank YouÃ¢ÂÂ¤	P	{'neg': 0.052, 'neu': 0.736, 'pos': 0.211, 'compound': 0.9352}	0.9352	0.052	0.736	0.211	P
My first experience with zoom was a bit of a challenge for the connection was not totally great, I am pretty sure this was on my end not zooms fault for II have sorry connection in my area with sorry cell phone service.	N	{'neg': 0.119, 'neu': 0.704, 'pos': 0.177, 'compound': 0.4492}	0.4492	0.119	0.704	0.177	P
Instead of zoom kicking you out for lack of a strong data connection can it just reload and continue. The multiple boots out then back in are inconvinient.	N	{'neg': 0.073, 'neu': 0.823, 'pos': 0.104, 'compound': 0.25}	0.25	0.073	0.823	0.104	P
Easy to use. Can set up meeting easily. Only issues I have are with it freezing or not hearing anything when I am on my meetings. It might be my signal or tablet. Either way it affects my experience with my clients.	P	{'neg': 0.031, 'neu': 0.853, 'pos': 0.116, 'compound': 0.5994}	0.5994	0.031	0.853	0.116	P
I have been using ZOOM for about two months now. Not seeing many of the problems others are having. Next update please please give us option to show more participants (up to 16 would be great) on our smartphone / tablet screens. Even if resolution is less it would be a big improvement... The current limit of 4 (even if we can scroll through multiple participants screens) takes this app down bigtime. If we get this, ZOOM can be a strong 4 going on 5 app!	P	{'neg': 0.028, 'neu': 0.816, 'pos': 0.156, 'compound': 0.9117}	0.9117	0.028	0.816	0.156	P
Zoom is a good chat room simulator but, if you have bad internet connection, you will have a very bad time with zoom. I am not 100% sure how zoom host room on internet, but it still a good program at the end of the day.	N	{'neg': 0.209, 'neu': 0.693, 'pos': 0.098, 'compound': -0.8216}	-0.8216	0.209	0.693	0.098	N
It is a amazing app! But, there is a problem that ,I can't see my profile picture. But, I have set my profile picture.Ã°Å¸ËœÂ¥ A..... For this problem sometime I hate this and sometime I like this for its other features!Ã°Å¸Ëœâ€°.(I think it is the best zoom app, and you can download it!!Ã°Å¸â„¢â€šÃ°Å¸Â¤â€œ.	N	{'neg': 0.188, 'neu': 0.659, 'pos': 0.154, 'compound': -0.5432}	-0.5432	0.188	0.659	0.154	N
This app is great for school purposes meetings but still virtual background isn't available in my mobile phone.	P	{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3716}	0.3716	0.0	0.87	0.13	P
i'm a student who uses this meeting app for online school. in my opinion it runs well and nice, but when i switched to wifi i couldn't get in any meeting but when i change to mobile data it runs smoothly.	P	{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.3506}	0.3506	0.0	0.919	0.081	P
"Useful but eats data more than reasonable. Not sure how ""clean"" it actually is with that much data usage !!! We are all suddenly using this, even though we have grown with other video calling apps. Sheepish behavior."	N	{'neg': 0.144, 'neu': 0.811, 'pos': 0.045, 'compound': -0.6435}	-0.6435	0.144	0.811	0.045	N
There are some moments when there is a lot of connectivity problems due to which I miss important points of lecture Therefore I advice the zoom inc. to reduce connectivity problem and if there is connectivity problem then only loose the connection of the host . This way the students will not miss their lecture.	N	{'neg': 0.19, 'neu': 0.759, 'pos': 0.051, 'compound': -0.8297}	-0.8297	0.19	0.759	0.051	N
It's good for meetings and personal appointments so you can still keep in contact with your friends and family and appointments it also helps keep people safe	P	{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8885}	0.8885	0.0	0.667	0.333	P
Well it took me months to get my zoom to work but now here's my new problem I can't update it's saying that it cannot download cloud meetings, so here we go again I thought we moved away from computers because we had this terrible trouble that every time we tried to install program by Microsoft including word, that you couldn't do it you couldn't fix the problem to this day I still see word with problems that I saw in the 90s. So what's the problem what do we got to do to get a app to work.	N	{'neg': 0.168, 'neu': 0.793, 'pos': 0.038, 'compound': -0.9524}	-0.9524	0.168	0.793	0.038	N
Hey there team, Since last few sessions I'm having problem using video option, while keeping on my video in meeting/class, its not visible to other members and host, but on my side It looks all fine. Please help me with it.	P	{'neg': 0.039, 'neu': 0.778, 'pos': 0.183, 'compound': 0.7814}	0.7814	0.039	0.778	0.183	P
Good app but how come I enable my video but on the Participants panel it says that I have not enabled! I almost got removed from a meeting. The past versions were better than this one. I would have given it 5 stars if it was not for this. Please fix it.	P	{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.8601}	0.8601	0.0	0.837	0.163	P
I would say it's a good app but some things are not up to the mark and too much bugs, sometime it is impossible to use the app. And I would like to see some new features like virtual background like the web version of zoom. So think about it. And one more thing after each update it feels like they have removed previous bugs and added some more to fix later which is very annoying.	P	{'neg': 0.045, 'neu': 0.787, 'pos': 0.168, 'compound': 0.8738}	0.8738	0.045	0.787	0.168	P
hi, after 3.4.0 update I can't annotate the right part of the screen when I'm sharing my screen on my Samsung Tab S7 Dex Mode. This doesn't happen on tablet mode but I use Dex Mode when I'm working. This issue didn't exist in version 3.3.5 so I downgraded my zoom to version 3.3.5 because I need to use the annotaion. Also If u realize that we don't have eraser tool in annotation tool when we're shaing our screen. Please consider to fix the issues. Thanks.	P	{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.8271}	0.8271	0.0	0.905	0.095	P
This is good and all But yes I have a lot of complaints for it.1 It takes a LOT of time to open up like I try to login 5 mins earlier into my class and instead it takes SO much time to open up and login that I get in the class atleast 10 mins late! Is this a joke or what?! 2 Whenever I try to share my screen the app closes within 30 secs of my screen share. Like why?? 3 Whenever I open any other app (like chrome) while in a meeting, I get disconnected from the meeting. I am facing a lot of prob	P	{'neg': 0.028, 'neu': 0.779, 'pos': 0.193, 'compound': 0.9649}	0.9649	0.028	0.779	0.193	P
It is a nice app. But suddenly in the middle of the meeting it gets disconnect and after few seconds it again gets connected. I think there should be some more improvement in this application. Sometimes it takes time to join the meeting.	P	{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.8458}	0.8458	0.0	0.814	0.186	P
I don't blame it for the problems because of internet connection...but it should have some kind of pop up for the person who is having connection problem other than the WiFi logo at the corner... because only few notice it, at least the blame won't be passed on to others!	N	{'neg': 0.144, 'neu': 0.82, 'pos': 0.036, 'compound': -0.7232}	-0.7232	0.144	0.82	0.036	N
I like the UI from Windows where you can see 25 users at once. If you're casting Zoom from android to your TV that UI comes in handy even though not 25 but 9 screens could be possible I believe. Kindly add that toggle or switch. The app is good other than that we dont get many settings which are already present in the Windows version of the app.	P	{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.872}	0.872	0.0	0.87	0.13	P
Please update your app because when I turn on my video then the partipant chart shows my video is off. So reply me how to fix it ?	P	{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}	0.3182	0.0	0.922	0.078	P
The video and the music are not always coordinated. The video will slow down. Same for the music but not necessarily at the same time as the video. Sometimes it was so bad that I left the class early. The sound quality of the music was generally poor.	N	{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.9079}	-0.9079	0.184	0.816	0.0	N
Sometimes the meeting lapses in between and restarts by itself. Unable to use Voice typing in chat while meeting is going on. Even reported the issue from within the app but no response has been received so far. If the two issues can be resolved, it would be an even better experience.	P	{'neg': 0.049, 'neu': 0.849, 'pos': 0.102, 'compound': 0.4767}	0.4767	0.049	0.849	0.102	P
I give it 3Ã¢Â­Â because I really don't want any kind of update to this app this is really a good one but Recently zoom updated and now in the app - if your zoom video camera is ON , still it shows that your zoom video camera is OFF when you move to participants just like this if you switch to recent tasks apps then again it doesn't pause your video it shows OFF . Please remove this feature as soon as possible . It's not suitable for this app at all. Thanks Ã°Å¸â€˜Â	P	{'neg': 0.012, 'neu': 0.87, 'pos': 0.117, 'compound': 0.8977}	0.8977	0.012	0.87	0.117	P
Plz kindly remove the feature of auto turn off of the video. All the remaining features are super cool. It is also very helpful in this lockdown situation. Plz make the setting of camera manual not automatic . Make it as it used to be before the updatewhich was super cool.Kindly consider my suggestion	P	{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.9516}	0.9516	0.0	0.712	0.288	P
Audio doesn't work.	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
It was good but recently after new updates I am having a problem that my vedio is on in gallery view but when I checked in participants list its showing that my vedio is off. If I also turned my vedio on but then also its showing off in the participants lists. This new update has made me quite irritiating and also I am facing problem due to it in my online exams. I also tried to reinstall it by uninstalling it several times. Please check this problem.	N	{'neg': 0.108, 'neu': 0.842, 'pos': 0.05, 'compound': -0.775}	-0.775	0.108	0.842	0.05	N
It is a very good technology to teach the students in the pandemic like Covid-19.But I have an complaints:- 1.It always gets disconnected when we open any background. 2.Sometimes the voice gets very terrible. 3.Sometimes the video gets blurr and disconnects automatically.lil girl is fool	N	{'neg': 0.164, 'neu': 0.731, 'pos': 0.104, 'compound': -0.5106}	-0.5106	0.164	0.731	0.104	N
When the meeting started I will myself mute my mike and turn on my video. But when I go to participants and checked for myself, the video symbol was in off. It is very uncomfortable.	N	{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.5913}	-0.5913	0.101	0.899	0.0	N
This app is soo good,but I hope you will update this as we like,and some users of these zoom are also facing same problem, we are waiting for good zoom app	P	{'neg': 0.074, 'neu': 0.767, 'pos': 0.159, 'compound': 0.4767}	0.4767	0.074	0.767	0.159	P
"Zoom is certainly a handy app to have in these days, necessary even as so many ""meetings"" can only be ""attended"" now online. The reason for my low rating is the overly prevalent ""Zoom Freeze"" which has affected EVERY meeting I have been involved in on Zoom, where the person speaking freezes the screen and whatever they say is lost."	N	{'neg': 0.11, 'neu': 0.835, 'pos': 0.056, 'compound': -0.3612}	-0.3612	0.11	0.835	0.056	N
